customer_id,age,gender,income_bucket,orders_last_12m,recency_days,avg_order_value,website_visits_30d,email_opens_90d,top_category,cat_share_electronics,cat_share_apparel,cat_share_home,cat_share_beauty,cat_share_groceries,cat_share_sports,discount_exposed_30d,feedback_text,purchase_next_30d
4552,48,M,Low,7,146,139.29,10,0,Beauty,0.066,0.251,0.222,0.294,0.114,0.053,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
4553,23,F,Mid,5,84,266.05,4,5,Beauty,0.006,0.201,0.067,0.455,0.054,0.218,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4554,34,M,Low,0,335,28.35,3,5,Beauty,0.153,0.025,0.017,0.565,0.027,0.211,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4555,23,M,Low,8,140,208.34,4,5,Sports,0.051,0.253,0.251,0.032,0.076,0.338,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
4556,23,M,Low,1,716,30.93,2,2,Home,0.045,0.04,0.46,0.297,0.092,0.067,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4557,30,M,Low,9,139,56.57,4,5,Home,0.24,0.197,0.276,0.046,0.155,0.085,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4558,29,F,Mid,7,174,57.66,7,4,Home,0.294,0.147,0.462,0.011,0.055,0.031,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4559,29,M,High,4,91,178.05,2,3,Sports,0.068,0.335,0.126,0.029,0.054,0.388,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4560,35,F,Mid,1,691,23.58,2,5,Home,0.011,0.093,0.37,0.281,0.011,0.235,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4561,28,F,High,4,131,67.93,9,8,Electronics,0.297,0.248,0.018,0.205,0.185,0.047,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4562,40,M,High,7,74,43.19,13,4,Beauty,0.002,0.002,0.035,0.77,0.038,0.152,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4563,30,M,High,13,48,48.14,14,3,Apparel,0.222,0.312,0.017,0.216,0.123,0.109,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4564,25,F,Mid,2,558,39.84,0,2,Sports,0.023,0.038,0.075,0.058,0.074,0.732,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4565,28,M,High,9,62,45.11,12,4,Groceries,0.089,0.171,0.027,0.063,0.366,0.284,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,1
4566,32,M,Mid,2,450,24.92,1,4,Sports,0.091,0.227,0.257,0.042,0.107,0.277,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4567,24,F,Low,9,135,93.44,6,4,Groceries,0.181,0.001,0.253,0.149,0.372,0.043,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4568,25,F,Mid,13,55,40.43,15,6,Apparel,0.189,0.269,0.154,0.119,0.025,0.245,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
4569,34,F,High,1,573,29.9,4,3,Sports,0.183,0.107,0.194,0.018,0.139,0.359,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4570,44,M,Mid,12,129,74.41,9,4,Sports,0.204,0.036,0.317,0.103,0.022,0.318,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4571,38,F,Mid,4,125,159.99,9,8,Home,0.154,0.079,0.673,0.017,0.068,0.008,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4572,40,M,Low,8,119,83.1,12,5,Sports,0.006,0.065,0.102,0.209,0.182,0.436,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4573,21,M,High,4,29,242.17,8,8,Groceries,0.055,0.094,0.077,0.026,0.493,0.255,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4574,35,F,High,10,80,43.51,14,7,Beauty,0.28,0.004,0.179,0.301,0.071,0.164,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
4575,38,M,Mid,0,681,28.15,0,5,Electronics,0.445,0.09,0.174,0,0.215,0.076,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4576,52,F,Low,2,95,272.29,3,5,Electronics,0.291,0.13,0.071,0.152,0.099,0.258,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4577,46,F,High,14,23,43.53,15,3,Groceries,0.231,0.032,0.007,0.011,0.485,0.235,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",1
4578,51,M,Mid,15,60,41.75,12,6,Apparel,0.069,0.508,0.045,0.232,0.062,0.084,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4579,37,F,Low,3,124,195.01,6,3,Beauty,0.031,0.282,0.138,0.465,0.012,0.071,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4580,42,F,Low,9,28,58.85,11,3,Home,0.362,0.096,0.415,0.063,0.013,0.052,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
4581,20,F,High,1,622,31.04,2,7,Home,0.074,0.176,0.476,0.145,0.012,0.118,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4582,36,M,Mid,1,394,33.17,3,4,Sports,0.148,0.3,0.075,0.002,0.088,0.387,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4583,53,F,Mid,4,133,77.13,5,4,Groceries,0.128,0.013,0.188,0.055,0.387,0.229,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
4584,40,M,High,1,716,29.88,2,5,Groceries,0,0.167,0.131,0.045,0.528,0.128,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4585,29,F,Mid,8,186,71.7,9,3,Sports,0.026,0.09,0.066,0.116,0.076,0.626,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4586,26,M,Mid,0,545,27.56,1,7,Electronics,0.401,0.004,0.197,0.074,0.303,0.02,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
4587,30,F,Mid,6,137,64.09,5,4,Sports,0.051,0.062,0.088,0.209,0.254,0.336,1,"For the money I paid, this product was not worth it and I felt disappointed.",1
4588,36,M,Low,9,87,171.69,5,8,Groceries,0.027,0.036,0.244,0.167,0.341,0.186,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
4589,18,M,High,4,50,158.5,6,7,Sports,0.106,0.093,0.002,0.034,0.04,0.726,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4590,32,F,Mid,2,632,26.81,0,7,Beauty,0.244,0.105,0.08,0.319,0.244,0.009,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4591,32,F,Mid,3,145,215.42,0,4,Beauty,0.072,0.319,0.02,0.426,0.026,0.137,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
4592,36,M,Mid,1,720,33.88,0,4,Sports,0.237,0.048,0.163,0.016,0.265,0.27,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4593,40,F,Mid,1,385,32.67,3,5,Groceries,0.34,0.105,0.027,0.023,0.375,0.13,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4594,27,M,Mid,2,627,30.53,0,2,Groceries,0.175,0.269,0.184,0.034,0.3,0.039,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4595,34,M,Low,3,26,252.48,6,2,Sports,0.178,0.157,0.019,0.266,0.004,0.375,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",1
4596,33,M,Low,1,487,38.97,0,6,Sports,0.245,0.115,0.095,0.021,0.152,0.372,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4597,57,M,Low,7,86,68.2,7,5,Sports,0.327,0.127,0.048,0.016,0.103,0.379,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
4598,31,M,Mid,6,62,40.71,11,6,Groceries,0.229,0.052,0.261,0.073,0.363,0.023,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
4599,18,M,Low,1,744,37.19,2,11,Sports,0.064,0.033,0.288,0.271,0.056,0.288,1,"For the price, I think this product provides great value and I would happily recommend it to others.",0
4600,24,F,Mid,7,169,87.19,7,4,Apparel,0.028,0.46,0.064,0.262,0.047,0.14,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
4601,26,F,Mid,0,477,34.64,2,10,Apparel,0.075,0.541,0.031,0.086,0.186,0.081,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4602,38,F,Low,6,115,193.94,1,2,Apparel,0.013,0.422,0.147,0.185,0.127,0.106,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4603,43,F,Low,0,607,38.77,0,5,Sports,0.17,0.08,0.142,0.134,0.218,0.256,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4604,41,F,Low,10,24,25.32,12,7,Beauty,0.035,0.058,0.34,0.501,0.061,0.005,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4605,23,M,Low,7,85,40.15,12,2,Sports,0.079,0.158,0.13,0.141,0.031,0.462,1,"For the money I paid, this product was not worth it and I felt disappointed.",1
4606,31,M,Low,5,20,211.44,6,2,Home,0.038,0.293,0.299,0.136,0.187,0.047,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4607,27,F,High,2,139,155.75,2,4,Home,0.103,0.064,0.605,0.005,0.215,0.009,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4608,18,F,Low,5,72,194.97,4,2,Beauty,0.179,0.215,0.035,0.337,0.137,0.097,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4609,42,F,Low,1,558,33.32,0,3,Beauty,0.162,0.098,0.114,0.308,0.025,0.292,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4610,23,M,Low,13,43,35.35,14,9,Home,0.192,0.002,0.46,0.175,0.163,0.007,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4611,33,F,Mid,2,304,39.2,0,4,Beauty,0.08,0.013,0.088,0.345,0.212,0.262,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4612,34,F,Mid,1,309,28.94,1,4,Home,0.075,0.136,0.29,0.218,0.18,0.101,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4613,55,M,Low,7,42,81.42,7,5,Sports,0.239,0.116,0.021,0.031,0.076,0.516,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4614,22,F,High,11,39,40.56,14,8,Sports,0.113,0.212,0.155,0.142,0.149,0.229,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4615,35,F,Mid,0,525,32.56,0,5,Beauty,0.015,0.077,0.343,0.509,0.021,0.034,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4616,44,F,Mid,2,574,21.09,3,3,Sports,0.255,0.144,0.165,0.088,0.088,0.26,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4617,24,M,Low,3,710,23.12,0,7,Beauty,0.079,0.051,0.05,0.517,0.13,0.174,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4618,33,F,Low,3,134,193.31,2,2,Groceries,0.019,0.009,0.059,0.383,0.435,0.095,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4619,34,F,Low,8,63,71.03,7,5,Sports,0.018,0.013,0.092,0.202,0.015,0.66,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4620,31,M,Low,11,98,38.85,10,4,Groceries,0.058,0.145,0.216,0.017,0.36,0.203,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
4621,40,M,Mid,0,315,29.53,3,4,Sports,0.201,0.036,0.139,0.17,0.094,0.361,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4622,23,F,Mid,2,82,224.69,5,2,Sports,0.189,0.108,0.002,0.172,0.194,0.337,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
4623,32,M,Mid,3,176,82.12,7,3,Home,0.034,0.024,0.607,0.056,0.139,0.141,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
4624,41,M,Mid,5,46,45.37,16,5,Home,0.017,0.317,0.347,0.013,0.185,0.119,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4625,34,M,Low,5,99,76.88,3,5,Electronics,0.337,0.04,0.271,0.21,0.123,0.018,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4626,41,M,Mid,5,167,62.09,9,8,Apparel,0.034,0.341,0.083,0.007,0.197,0.337,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
4627,31,M,Mid,0,455,37.95,2,5,Sports,0.09,0.185,0.194,0.03,0.01,0.491,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4628,31,F,Mid,3,794,28.4,0,4,Groceries,0.073,0.012,0.052,0.323,0.429,0.11,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4629,23,M,Mid,5,60,35.62,12,5,Beauty,0.186,0.104,0.286,0.331,0.033,0.06,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4630,55,M,Low,10,64,41.42,12,5,Apparel,0.116,0.42,0.055,0.162,0.097,0.151,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4631,44,M,Mid,3,767,32.21,1,1,Home,0.256,0.015,0.604,0.073,0.028,0.024,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4632,24,F,High,4,76,151.94,3,4,Groceries,0.093,0.099,0.004,0.015,0.585,0.205,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4633,46,F,Low,1,785,35.78,0,8,Electronics,0.681,0.005,0.057,0.158,0.05,0.05,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4634,43,F,High,11,81,37.29,11,2,Sports,0.085,0.036,0.161,0.244,0.009,0.465,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4635,43,M,Mid,21,58,34.33,11,2,Home,0.062,0.265,0.523,0.007,0.064,0.078,1,"For the price, I think this product provides great value and I would happily recommend it to others.",1
4636,30,M,Mid,3,767,20.46,6,9,Home,0.04,0.101,0.351,0.182,0.311,0.016,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4637,37,F,Low,12,64,43.61,7,7,Groceries,0.143,0.043,0.273,0.189,0.297,0.055,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4638,33,M,Low,19,48,51.62,16,7,Beauty,0.01,0.051,0.254,0.442,0.077,0.165,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4639,37,M,Low,6,85,45.25,13,3,Apparel,0.191,0.199,0.139,0.183,0.176,0.112,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4640,29,M,Mid,7,68,46.15,12,7,Groceries,0.201,0.263,0.066,0.091,0.375,0.004,1,"For the price, I think this product provides great value and I would happily recommend it to others.",0
4641,48,F,Low,6,114,97.25,11,3,Groceries,0.058,0.278,0.029,0.037,0.497,0.1,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
4642,24,F,Mid,0,566,29.16,2,2,Beauty,0.195,0.087,0.042,0.368,0.184,0.125,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4643,30,F,High,1,580,34.01,1,2,Home,0.027,0.083,0.423,0.07,0.303,0.094,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4644,29,F,High,2,54,245.68,4,2,Electronics,0.472,0.062,0.083,0.009,0.325,0.048,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
4645,25,M,Mid,4,38,70.41,13,5,Apparel,0.014,0.352,0.007,0.054,0.285,0.289,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4646,41,M,High,11,9,46.42,10,3,Apparel,0.013,0.335,0.331,0.237,0.084,0,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
